Spend,Geography,Media Vertical,Media Name,Campaign Id,Product Category,Invoice
46.3,Bengaluru,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,6323e7e48385ad0009982e41,Finance,INV009842
46.2,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-yelahanka-bengaluru-advertising,INV002729,Engineering,INV002729
46.2,Noida,Nontraditional,https://www.themediaant.com/nontraditional/auto-noida-advertising,INV003646,Real Estate,INV003646
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-ramte-ram-road-ghaziabad-61808,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-sahibabad-ghaziabad-72888,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-pratap-vihar-ghaziabad-72889,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-vaishali-ghaziabad-61793,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-vasundhara-ghaziabad-61774,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-vasundhara-ghaziabad-72890,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-shastri-nagar-ghaziabad-61654,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-vaishali-ghaziabad-72891,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-raj-nagar-extension-ghaziabad-61750,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-shastri-nagar-ghaziabad-61664,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-mohan-nagar-ghaziabad-61814,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-govindpuram-ghaziabad-61819,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Ghaziabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-surya-nagar-ghaziabad-72892,611224bd1fb7f50008ff6d2d,Fashion & Lifestyle,INV007007
46.2,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/apartment-brigade-metropolis-whitefield-bangalore-advertising,623e84edf31eff00097ed14e,Healthcare,INV008221
46.1,Pune,Radio,https://www.themediaant.com/radio/red-fm-pune-advertising,612df3b9c0f300000956b5b8,Services,INV006910
46.1,Bengaluru,Radio,https://www.themediaant.com/radio/radio-one-bengaluru-advertising,630d97376d43b4000951cb81,Shopping & Retail,INV009983
46.1,Hyderabad,Radio,https://www.themediaant.com/radio/big-fm-hyderabad-advertising,62fe466678261b00092e43f2,Food & Restaurant,INV009527
46.08,Chennai,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-chennai-advertising,INV002808,IT Product & Services,INV002808
46.08,Chennai,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-chennai-advertising,INV002825,IT Product & Services,INV002825
46.075,Chennai,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-chennai-advertising,INV004381,Education & Skill,INV004381
46,All India,Magazine,https://www.themediaant.com/magazine/travel-news-digest-magazine-advertising,INV001790,Travel & Tourism,INV001790
46,Mumbai,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-mumbai-advertising,INV002194,Services,INV002194
46,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV003696,IT Product & Services,INV003696
46,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV003861,IT Product & Services,INV003861
46,Hubli,Outdoor,https://www.themediaant.com/outdoor/hoarding-manjunath-nagar-hubli-64823,60583ae23fc7b92d4c712c02,Finance,"INV006346, INV006369"
46,Coimbatore,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-coimbatore-advertising,6327f99d9cb3d6000970a117,Transportation & Logistics,INV009727
46,Bengaluru,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,626ba70e8636b8000922b08a,Finance,INV008657
46,Delhi,Digital,https://www.themediaant.com/digital/times-group-native-website-advertising,629de3ae4944eb0009a9a788,IT Product & Services,INV009024
46,Mumbai,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,629de3ae4944eb0009a9a788,IT Product & Services,INV009024
46,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/times-of-india-times-ascent-english-advertising,6368d60a71f86500083f0e35,Event,INV010386
46,Mumbai,Television,https://www.themediaant.com/television/zee-24-taas-tv-advertising,INV012079,Healthcare,INV012079
45.9,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/times-of-india-bangalore-english-advertising,6061563c2fba14044150ad3c,Services,INV006206
45.9,Bengaluru,Digital,https://www.themediaant.com/digital/linkedin-advertising,61382dd11512bc000869057f,IT Product & Services,INV007314
45.9,Kerala,Digital,https://www.themediaant.com/digital/linkedin-advertising,61382a245cd1b80008b5347a,IT Product & Services,INV007313
45.9,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-bengaluru-76755,63637c73dea6880008f467e2,IT Product & Services,INV010178
45.9,Tirupati,Newspaper,https://www.themediaant.com/newspaper/rajasthan-patrika-all-india-hindi-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
45.833,Bengaluru,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.833,Hyderabad,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.833,Mumbai,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.833,Delhi,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.833,Pune,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.833,Chennai,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,63dcd078f28ce80008085047,Hospitality,INV011354
45.792,Visakhapatnam,Radio,https://www.themediaant.com/radio/radio-mirchi-visakhapatnam-advertising,INV011129,Food & Restaurant,INV011129
45.7,All India,Magazine,https://www.themediaant.com/magazine/exhibit-magazine-advertising,6135c2ce1d94d800085cf4d5,Electronics & Gadgets,INV006965
45.675,Kolkata,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-kolkata-advertising,INV001454,IT Product & Services,INV001454
45.65,Gurugram,Newspaper,https://www.themediaant.com/newspaper/hindustan-times-gurgaon-english-advertising,INV004699,Education & Skill,INV004699
45.6,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV002394,Healthcare,INV002394
45.6,Bengaluru,Radio,https://www.themediaant.com/radio/radio-one-bengaluru-advertising,INV002306,Transportation & Logistics,INV002306
45.5,All India,Digital,https://www.themediaant.com/digital/performance-marketing-advertising,5f892370c1c1b473cad4818a,Fashion & Lifestyle,INV005461
45.5,Bengaluru,Radio,https://www.themediaant.com/radio/mirchi-95-bengaluru-advertising,6319af93d90e590009559d84,Travel & Tourism,"INV009779, INV009913"
45.5,Indore,Radio,https://www.themediaant.com/radio/my-fm-indore-advertising,636354e5adce56000806e03a,Finance,"INV010409, INV010520"
45.5,Indore,Radio,https://www.themediaant.com/radio/radio-mirchi-indore-advertising,636354e5adce56000806e03a,Finance,"INV010409, INV010520"
45.36,Mysuru,Radio,https://www.themediaant.com/radio/red-fm-mysuru-advertising,63dcb14edca72700087c2236,Healthcare,INV011353
45.3,Kolkata,Outdoor,https://www.themediaant.com/outdoor/hoarding-bhowanipore-kolkata-52902,6103d29563d2150008afeb1c,Social Enterprise & Trust,"INV006886, INV006887"
45.2,All India,Digital,https://www.themediaant.com/digital/samachar-website-advertising,60def4e607d5860008ace80d,Services,INV006774
45.1,Bengaluru,Digital,https://www.themediaant.com/digital/google-search-advertising,62623f9bc3aa9b00094024ab,IT Product & Services,INV008618
45.1,Pune,Digital,https://www.themediaant.com/digital/google-display-advertising,62624207c3aa9b0009407036,IT Product & Services,INV008624
45.1,Bengaluru,Digital,https://www.themediaant.com/digital/google-search-advertising,62624621d1091200095c9d68,IT Product & Services,INV008617
45.1,Ahmedabad,Digital,https://www.themediaant.com/digital/google-display-advertising,62625071e819940009baca6e,IT Product & Services,INV008623
45.1,Bengaluru,Digital,https://www.themediaant.com/digital/google-search-advertising,6283779647e6bc000931bced,IT Product & Services,INV008620
45,Mumbai,Digital,https://www.themediaant.com/digital/book-my-show-advertising,INV001608,Entertainment,INV001608
45,Pune,Digital,https://www.themediaant.com/digital/book-my-show-advertising,INV001608,Entertainment,INV001608
45,All India,Magazine,https://www.themediaant.com/magazine/tv-veopar-journal-advertising,INV002601,Services,INV002601
45,All India,Magazine,https://www.themediaant.com/magazine/images-retail-magazine-advertising,INV002601,Services,INV002601
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV002836,IT Product & Services,INV002836
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV002371,IT Product & Services,INV002371
45,Mangaluru,Nontraditional,https://www.themediaant.com/nontraditional/no-parking-boards-mangalore-advertising,INV003029,Services,INV003029
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV001787,IT Product & Services,INV001787
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV001787,IT Product & Services,INV001787
45,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/mobile-van-bangalore-advertising,INV001918,Automobile,INV001918
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV001925,Engineering,INV001925
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV001925,Engineering,INV001925
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV001934,Engineering,INV001934
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV001934,Engineering,INV001934
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV002057,Engineering,INV002057
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV002057,Engineering,INV002057
45,All India,Magazine,https://www.themediaant.com/magazine/indian-cement-review-magazine-advertising,INV003227,Engineering,INV003227
45,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/auto-bangalore-advertising,INV003394,Services,INV003394
45,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/no-parking-boards-bangalore-advertising,INV003586,IT Product & Services,INV003586
45,All India,Magazine,https://www.themediaant.com/magazine/the-master-builder-magazine-advertising,INV003696,IT Product & Services,INV003696
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV003696,IT Product & Services,INV003696
45,Mysuru,Nontraditional,https://www.themediaant.com/nontraditional/auto-mysore-advertising,INV003777,Services,INV003777
45,All India,Magazine,https://www.themediaant.com/magazine/the-master-builder-magazine-advertising,INV003861,IT Product & Services,INV003861
45,All India,Magazine,https://www.themediaant.com/magazine/iron-steel-review-magazine-advertising,INV003861,IT Product & Services,INV003861
45,Karnataka,Television,https://www.themediaant.com/television/tv5-news-kannada-tv-advertising,INV004211,Healthcare,INV004211
45,Jaipur,Nontraditional,https://www.themediaant.com/nontraditional/railway-station-jaipur-advertising,INV004480,Social Enterprise & Trust,INV004480
45,Hyderabad,Radio,https://www.themediaant.com/radio/red-fm-hyderabad-advertising,5f69af717bca353ce6f29e5c,Healthcare,INV005387
45,Chandigarh,Radio,https://www.themediaant.com/radio/red-fm-chandigarh-advertising,5f8edcfe5f1c4430ae797c6a,Finance,INV005649
45,Hyderabad,Radio,https://www.themediaant.com/radio/red-fm-hyderabad-advertising,5fa9357d1b1ad47455603f17,Healthcare,INV005638
45,All India,Digital,https://www.themediaant.com/digital/hotstar-advertising,5f5875df92b88a201fc17be8,Food & Restaurant,INV005375
45,All India,Magazine,https://www.themediaant.com/magazine/dyes-chemical-market-magazine-advertising,62394f473db7ae000940774b,Engineering,"INV008738, INV008977, INV009156, INV009721, INV010106, INV010284, INV008481"
45,All India,Influencer Marketing,https://www.themediaant.com/influencer-marketing/mehar-mb-visions,62988c44b398960009aed280,Services,"INV009067, INV009005"
45,Mumbai,Nontraditional,https://www.themediaant.com/nontraditional/it-park-urmi-estate-lower-parel-mumbai-advertising,634e45ef583ba600097475b9,Fitness & Health,INV010198
45,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/mobile-sms-advertising,62f251746814bf0009caef91,Finance,INV009370
45,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/auto-bangalore-advertising,62f3545b02e2a70009644b40,Services,INV009371
45,Bengaluru,Radio,https://www.themediaant.com/radio/radio-one-bengaluru-advertising,62bd74ece63c0d0009789708,IT Product & Services,INV009126
45,Kolkata,Outdoor,https://www.themediaant.com/outdoor/hoarding-bidhannagar-kolkata-83052,6364b995fba65400089e4503,Services,INV010196
45,Bengaluru,Digital,https://www.themediaant.com/digital/linkedin-advertising,61c5c7a8477fa6000917c2fe,Services,INV007607
45,Bengaluru,Digital,https://www.themediaant.com/digital/snapchat-app-advertising,635bc007041be400093eb6dc,Electronics & Gadgets,INV010175
45,Delhi,Digital,https://www.themediaant.com/digital/google-display-advertising,63230a3c6a0d050009779b95,Social Enterprise & Trust,INV010158
45,Mumbai,Digital,https://www.themediaant.com/digital/google-search-advertising,63230a3c6a0d050009779b95,Social Enterprise & Trust,INV010158
45,Hyderabad,Digital,https://www.themediaant.com/digital/youtube-advertising,63230a3c6a0d050009779b95,Social Enterprise & Trust,INV010158
45,All India,Television,https://www.themediaant.com/television/ndtv-24x7-tv-advertising,INV005100,Shopping & Retail,INV005100
45,Tamil Nadu,Digital,https://www.themediaant.com/digital/jio-saavn-advertising,63e1fd9b48c59e0008bdaab1,Services,INV011186
45,Madurai,Outdoor,https://www.themediaant.com/outdoor/hoarding-pasumalai-thiruparankundram-86949,INV011387,Social Enterprise & Trust,INV011387
45,Uttarakhand,Outdoor,https://www.themediaant.com/outdoor/hoarding-jauligrant-88393,INV011874,Entertainment,INV011874
44.959,All India,Magazine,https://www.themediaant.com/magazine/industrial-product-finder-magazine-advertising,INV003769,Engineering,INV003769
44.88,Hyderabad,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-hyderabad-advertising,INV002808,IT Product & Services,INV002808
44.88,Hyderabad,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-hyderabad-advertising,INV002825,IT Product & Services,INV002825
44.8,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-peenya-bengaluru-30471,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.8,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-nagapura-bengaluru-31255,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.8,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-mailasandra-bengaluru-30487,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.8,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-mailasandra-bengaluru-33470,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.8,Mysuru,Radio,https://www.themediaant.com/radio/big-fm-mysuru-advertising,63bff57472504c0008f5f00a,Education & Skill,INV011075
44.8,Maharashtra,Television,https://www.themediaant.com/television/sony-marathi-tv-advertising,INV012103,Food & Restaurant,INV012103
44.736,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.736,Delhi,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.736,Mumbai,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.736,Hyderabad,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.736,Chennai,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.736,Pune,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV003731,Finance,INV003731
44.7,Bengaluru,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,620f3ce802976600093a8342,Finance,INV008023
44.6,Bengaluru,Radio,https://www.themediaant.com/radio/radio-fever-bengaluru-advertising,62a8380319eba00009c2ca2a,Shopping & Retail,"INV008926, INV009192"
44.5,Chennai,Digital,https://www.themediaant.com/digital/linkedin-advertising,615e77b755240d0008379dc4,IT Product & Services,INV007350
44.5,All India,Digital,https://www.themediaant.com/digital/youtube-advertising,5ed0d1778314b946fb58423d,Shopping & Retail,INV005147
44.5,Bengaluru,Digital,https://www.themediaant.com/digital/dailyhunt-advertising,620dc0fbbffee20009dc5e40,Services,"INV008322, INV008076"
44.4,Pune,Radio,https://www.themediaant.com/radio/red-fm-pune-advertising,INV002895,IT Product & Services,INV002895
44.4,Tamil Nadu,Outdoor,https://www.themediaant.com/outdoor/hoarding-annur-65910,6243f97880ffee0009cf5de6,Social Enterprise & Trust,INV008410
44.28,Delhi,Newspaper,https://www.themediaant.com/newspaper/economic-times-delhi-english-advertising,INV002765,Finance,INV002765
44.28,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/economic-times-bangalore-english-advertising,INV002765,Finance,INV002765
44.28,Chennai,Newspaper,https://www.themediaant.com/newspaper/economic-times-chennai-english-advertising,INV002765,Finance,INV002765
44.28,Hyderabad,Newspaper,https://www.themediaant.com/newspaper/economic-times-hyderabad-english-advertising,INV002765,Finance,INV002765
44.28,Kochi,Newspaper,https://www.themediaant.com/newspaper/economic-times-kochi-english-advertising,INV002765,Finance,INV002765
44.2,Pune,Radio,https://www.themediaant.com/radio/radio-mirchi-pune-advertising,6375c41d9ecb6c00087b6cba,Shopping & Retail,INV010348
44.2,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-hebbal-bengaluru-31055,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.2,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-peenya-bengaluru-30443,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
44.1,Chandigarh,Radio,https://www.themediaant.com/radio/red-fm-chandigarh-advertising,5f69af717bca353ce6f29e5c,Healthcare,INV005387
44.1,Delhi,Digital,https://www.themediaant.com/digital/google-display-advertising,614aad5ebd37c8000857bb53,IT Product & Services,INV007386
44.1,Chennai,Digital,https://www.themediaant.com/digital/youtube-advertising,614aa8250c7b350008968698,IT Product & Services,INV007390
44.1,Delhi,Digital,https://www.themediaant.com/digital/linkedin-advertising,613832b817d30c0009b7f71f,IT Product & Services,INV007306
44.1,All India,Digital,https://www.themediaant.com/digital/youtube-advertising,614aa843388d3f0009f7f54a,IT Product & Services,INV007387
44,All India,Magazine,https://www.themediaant.com/magazine/water-today-magazine-advertising,INV002848,Services,INV002848
44,Allahabad,Radio,https://www.themediaant.com/radio/big-fm-prayagraj-advertising,INV001764,Home Decor & Construction,INV001764
44,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-delhi-advertising,INV002072,Shopping & Retail,INV002072
44,All India,Influencer Marketing,https://www.themediaant.com/influencer-marketing/akshay-aggarwal,60ab9e4ffb326b000846c436,Finance,INV006485
44,Patna,Outdoor,https://www.themediaant.com/outdoor/hoarding-indrapuri-patna-59894,601a41dd554d3033e95ac2b3,IT Product & Services,INV006013
44,All India,Magazine,https://www.themediaant.com/magazine/saptahik-sakal-magazine-advertising,5fe33d2412d4a77f4ab5fcc7,Electronics & Gadgets,INV005805
44,All India,Digital,https://www.themediaant.com/digital/facebook-advertising,5ffed6182e637337a317d8cc,Finance,INV005947
44,All India,Digital,https://www.themediaant.com/digital/google-search-advertising,5ffed6182e637337a317d8cc,Finance,INV005947
44,Delhi,Digital,https://www.themediaant.com/digital/entrepreneur-website-advertising,6130a391ba00f200081716bd,IT Product & Services,INV007021
44,Mumbai,Digital,https://www.themediaant.com/digital/entrepreneur-website-advertising,6130a391ba00f200081716bd,IT Product & Services,INV007021
44,Bengaluru,Digital,https://www.themediaant.com/digital/entrepreneur-website-advertising,6130a391ba00f200081716bd,IT Product & Services,INV007021
44,Coimbatore,Cinema,https://www.themediaant.com/cinema/inox-prozone-mall-screen-2-saravanampatti-18626-onscreen-advertising,634d4e94021f5b000980aa53,Education & Skill,INV009973
44,Pune,Radio,https://www.themediaant.com/radio/radio-one-pune-advertising,6269341767253a0009536878,IT Product & Services,INV008569
44,Hubli,Newspaper,https://www.themediaant.com/newspaper/times-of-india-times-ascent-all-india-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
44,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,63f700c89cff14000930cc89,Finance,INV011693
44,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,INV011893,Finance,INV011893
43.925,Bengaluru,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.925,Mumbai,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.925,Hyderabad,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.925,Chennai,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.925,Delhi,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.925,Pune,Digital,https://www.themediaant.com/digital/facebook-advertising,63db548ee9801400087bd7ff,Food & Restaurant,INV011140
43.9,Patiala,Newspaper,https://www.themediaant.com/newspaper/times-of-india-delhi-times-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
43.9,Patiala,Newspaper,https://www.themediaant.com/newspaper/hindustan-times-ht-city-delhi-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
43.875,Bengaluru,Radio,https://www.themediaant.com/radio/radio-one-bengaluru-advertising,INV004736,Education & Skill,INV004736
43.84,Hyderabad,Nontraditional,https://www.themediaant.com/nontraditional/mobile-sms-advertising,INV002564,Automobile,INV002564
43.817,All India,Magazine,https://www.themediaant.com/magazine/modern-manufacturing-india-magazine-advertising,INV012117,Engineering,INV012117
43.8,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Mumbai,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Hyderabad,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Delhi,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Pune,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Chennai,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001949,Services,INV001949
43.8,Delhi,Radio,https://www.themediaant.com/radio/radio-city-delhi-advertising,64017be09a9afc0008662bae,Services,INV011515
43.75,Bhopal,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bhopal-advertising,INV002673,Services,INV002673
43.75,Bhopal,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bhopal-advertising,INV002673,Services,INV002673
43.75,Bhopal,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bhopal-advertising,INV002675,Services,INV002675
43.75,Bhopal,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bhopal-advertising,INV002675,Services,INV002675
43.75,Bhopal,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bhopal-advertising,INV002676,Services,INV002676
43.68,Kolkata,Newspaper,https://www.themediaant.com/newspaper/hari-bhoomi-raipur-hindi-advertising,63c8eb47704c670008945f00,Finance,INV011062
43.6,Surat,Radio,https://www.themediaant.com/radio/radio-mirchi-surat-advertising,636354e5adce56000806e03a,Finance,"INV010409, INV010520"
43.6,Jaipur,Radio,https://www.themediaant.com/radio/radio-mirchi-jaipur-advertising,636354e5adce56000806e03a,Finance,"INV010409, INV010520"
43.6,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-yeswanthpur-bengaluru-76734,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
43.6,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-mahalakshmi-layout-bengaluru-76729,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
43.6,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/bus-shelter-mailasandra-bengaluru-30488,62d00fb28ff84a00095d5e6d,Home Decor & Construction,INV009083
43.6,Jalandhar,Newspaper,https://www.themediaant.com/newspaper/times-of-india-delhi-times-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
43.6,Jalandhar,Newspaper,https://www.themediaant.com/newspaper/hindustan-times-ht-city-delhi-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
43.58,All India,Magazine,https://www.themediaant.com/magazine/modern-manufacturing-india-magazine-advertising,INV011446,Engineering,INV011446
43.56,Chennai,Radio,https://www.themediaant.com/radio/chennai-live-chennai-advertising,INV002018,IT Product & Services,INV002018
43.529,Noida,Newspaper,https://www.themediaant.com/newspaper/maharashtra-times-pune-marathi-advertising,63e338cec173de00087d1515,Healthcare,INV011272
43.529,Gurugram,Newspaper,https://www.themediaant.com/newspaper/times-of-india-gurgaon-english-advertising,63e338cec173de00087d1515,Healthcare,INV011272
43.5,Jaipur,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-jaipur-advertising,INV002626,Food & Restaurant,INV002626
43.5,Mumbai,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-navi-mumbai-advertising,INV002697,Food & Restaurant,INV002697
43.5,Vadodara,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-navi-mumbai-advertising,INV002697,Food & Restaurant,INV002697
43.5,Maharashtra,Television,https://www.themediaant.com/television/saam-tv-tv-advertising,INV003871,Services,INV003871
43.5,Trivandrum,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-thiruvananthapuram-advertising,6275f2568792ab00097de53a,Healthcare,INV008656
43.4,Kochi,Cinema,https://www.themediaant.com/cinema/pvr-lulu-mall-kochi-3592-onscreen-advertising,6298624ef5d5390009b61294,Education & Skill,"INV008907, INV009110"
43.4,Kerala,Television,https://www.themediaant.com/television/mathrubhumi-news-tv-advertising,63197feb9689510009d45254,Education & Skill,INV009686
43.3,All India,Digital,https://www.themediaant.com/digital/google-search-advertising,61151558febed700097a40f2,Shopping & Retail,INV006909
43.274,Bengaluru,Digital,https://www.themediaant.com/digital/facebook-advertising,INV011230,Engineering,INV011230
