Spend,Geography,Media Vertical,Media Name,Campaign Id,Product Category,Invoice
300,All India,Digital,https://www.themediaant.com/digital/cricbuzz-advertising,5f8ed98a5f1c4430ae797c2c,Fitness & Health,INV005565
300,All India,Digital,https://www.themediaant.com/digital/dailyhunt-advertising,5fad44a3b3987117099548a0,Healthcare,INV005669
300,All India,Digital,https://www.themediaant.com/digital/inshorts-advertising,5f5f22345ff2b6549653278e,IT Product & Services,INV005376
300,Chennai,Digital,https://www.themediaant.com/digital/google-display-advertising,60433c0c6942ea22d23015c4,Home Decor & Construction,INV006196
300,Bengaluru,Digital,https://www.themediaant.com/digital/google-display-advertising,60433c0c6942ea22d23015c4,Home Decor & Construction,INV006196
300,Delhi,Digital,https://www.themediaant.com/digital/google-display-advertising,60433c0c6942ea22d23015c4,Home Decor & Construction,INV006196
300,Kolkata,Digital,https://www.themediaant.com/digital/google-display-advertising,60433c0c6942ea22d23015c4,Home Decor & Construction,INV006196
300,Mumbai,Digital,https://www.themediaant.com/digital/google-display-advertising,60433c0c6942ea22d23015c4,Home Decor & Construction,INV006196
300,All India,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,602216e639b3131771011c19,Education & Skill,INV006077
300,All India,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,607e99f2d92652400e48a021,Finance,INV006373
300,Delhi,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Hyderabad,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Bengaluru,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Chennai,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Mumbai,Digital,https://www.themediaant.com/digital/sharechat-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,All India,Digital,https://www.themediaant.com/digital/ipl-2020-on-hotstar-app-advertising,5f9020466073b04de37abdcc,Education & Skill,INV005350
300,All India,Digital,https://www.themediaant.com/digital/roposo-app-advertising,606f089505dfb8515fda9ed7,Finance,INV006372
300,Delhi,Digital,https://www.themediaant.com/digital/roposo-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Hyderabad,Digital,https://www.themediaant.com/digital/roposo-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Bengaluru,Digital,https://www.themediaant.com/digital/roposo-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Chennai,Digital,https://www.themediaant.com/digital/roposo-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,Mumbai,Digital,https://www.themediaant.com/digital/roposo-app-advertising,6088fde49509f100086bd474,Finance,INV006504
300,All India,Digital,https://www.themediaant.com/digital/inshorts-advertising,6110c8c46b89750008e2a716,Home Decor & Construction,INV006908
300,Delhi,Digital,https://www.themediaant.com/digital/inshorts-advertising,6114ed1fff286c0008c767d7,Home Decor & Construction,INV006901
300,Mumbai,Digital,https://www.themediaant.com/digital/inshorts-advertising,6114ed1fff286c0008c767d7,Home Decor & Construction,INV006901
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,6114ed1fff286c0008c767d7,Home Decor & Construction,INV006901
300,Hyderabad,Digital,https://www.themediaant.com/digital/inshorts-advertising,6114ed1fff286c0008c767d7,Home Decor & Construction,INV006901
300,Chennai,Digital,https://www.themediaant.com/digital/inshorts-advertising,6114ed1fff286c0008c767d7,Home Decor & Construction,INV006901
300,All India,Digital,https://www.themediaant.com/digital/inshorts-advertising,6141c2e970c4bd000932e3bf,Services,"INV007120, INV007160"
300,Delhi,Digital,https://www.themediaant.com/digital/inshorts-advertising,615db99a4b5ecb00083af064,Services,INV007260
300,Mumbai,Digital,https://www.themediaant.com/digital/inshorts-advertising,615db99a4b5ecb00083af064,Services,INV007260
300,Hyderabad,Digital,https://www.themediaant.com/digital/inshorts-advertising,615db99a4b5ecb00083af064,Services,INV007260
300,Chennai,Digital,https://www.themediaant.com/digital/inshorts-advertising,615db99a4b5ecb00083af064,Services,INV007260
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,615db99a4b5ecb00083af064,Services,INV007260
300,Kolkata,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,Delhi,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,Mumbai,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,Hyderabad,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,Chennai,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,61481e4397154b0009f55020,Services,INV007064
300,All India,Digital,https://www.themediaant.com/digital/inshorts-advertising,613747ba11200500081118a2,IT Product & Services,INV007025
300,All India,Digital,https://www.themediaant.com/digital/quora-website-advertising,613c8fb7cb3aad000a2c65a9,Education & Skill,INV007095
300,All India,Influencer Marketing,https://www.themediaant.com/influencer-marketing/shubham-gaur,62988c44b398960009aed280,Services,"INV009067, INV009005"
300,Mumbai,Influencer Marketing,https://www.themediaant.com/influencer-marketing/dr-siddhant-bhargava,634044e90e4caa0009f1e080,Finance,INV009864
300,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/delhi-metro-train-advertising,621f8d4814f0bd0009504bc1,Electronics & Gadgets,INV008324
300,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,6328647100d46d00092fe0e6,Home Decor & Construction,INV009929
300,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/digital-ooh-ashok-nagar-bengaluru-33853,637495aa2113f600089afffc,IT Product & Services,INV010266
300,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/skywalk-kodihalli-bengaluru-79968,6245b8731c43e3000967a9fd,Healthcare,INV008518
300,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/digital-ooh-ashok-nagar-bengaluru-33853,62e91f6c6fe7e40009c48509,IT Product & Services,"INV009579, INV009758, INV009992"
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,637722922e68230008b14d54,Entertainment,INV010282
300,Mumbai,Digital,https://www.themediaant.com/digital/sonyliv-advertising,633abce10c2e4c00092c343b,Fashion & Lifestyle,INV010127
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,61c0200a3ddc17000875b31a,Automobile,"INV007706, INV007915"
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,62cf9834132e8a000928508c,Automobile,"INV009272, INV009425"
300,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,620e0e5ef8f78500095dc6de,FMCG,INV008135
300,Hyderabad,Digital,https://www.themediaant.com/digital/inshorts-advertising,63809c35e50e750008921f74,Shopping & Retail,INV010361
300,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,620b80222580970009e22dbe,Finance,INV008004
300,Bengaluru,Digital,https://www.themediaant.com/digital/zee5-advertising,62f0e847b31d0200090e077c,Healthcare,"INV009442, INV009649"
300,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,62064350bd088a00096e8f19,Electronics & Gadgets,INV007965
300,Mumbai,Digital,https://www.themediaant.com/digital/hotstar-advertising,61e93b0e989e160009db17db,Fashion & Lifestyle,"INV007914, INV008008"
300,Mumbai,Digital,https://www.themediaant.com/digital/voot-advertising,62ccf525ffbb7600098f0144,Fashion & Lifestyle,"INV009154, INV009548"
300,Delhi,Digital,https://www.themediaant.com/digital/livemint-advertising,62b3ddea7b18270009dc99c4,Finance,INV008957
300,Chennai,Digital,https://www.themediaant.com/digital/mx-player-advertising,62823c91bcfe77000965d8b0,Healthcare,"INV008991, INV009166"
300,Chennai,Digital,https://www.themediaant.com/digital/inshorts-advertising,63806abc77a401000822d394,Fashion & Lifestyle,INV010360
300,Mumbai,Newspaper,https://www.themediaant.com/newspaper/times-of-india-bombay-times-english-advertising,6343cfb6d44d7f000901a0f5,Fashion & Lifestyle,INV010035
300,Delhi,Newspaper,https://www.themediaant.com/newspaper/hindustan-times-ht-city-delhi-english-advertising,624ae5af449b010009df665f,Healthcare,INV008400
300,Mumbai,Radio,https://www.themediaant.com/radio/radio-mirchi-mumbai-advertising,INV011033,Healthcare,INV011033
300,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/cab-delhi-advertising,63bd1007b01a7e0008ae7b59,Healthcare,INV011238
300,Mumbai,Radio,https://www.themediaant.com/radio/radio-mirchi-mumbai-advertising,INV011318,Services,INV011318
300,Delhi,Outdoor,https://www.themediaant.com/outdoor/hoarding-dwarka-new-delhi-84019,63eb61674d9a890008dceb71,Real Estate,INV011361
300,Delhi,Outdoor,https://www.themediaant.com/outdoor/hoarding-dwarka-new-delhi-84019,INV011603,Real Estate,INV011603
299.9,Andhra Pradesh,Newspaper,https://www.themediaant.com/newspaper/eenadu-khammam-telugu-advertising,6138a6136ae8df00088995b4,Electronics & Gadgets,INV007038
299.9,Telangana,Newspaper,https://www.themediaant.com/newspaper/amar-ujala-allahabad-hindi-advertising,6138a6136ae8df00088995b4,Electronics & Gadgets,INV007038
299.46,Bengaluru,Radio,https://www.themediaant.com/radio/radio-mirchi-bengaluru-advertising,INV004874,IT Product & Services,INV004874
299,Kozhikode,Newspaper,https://www.themediaant.com/newspaper/mint-mumbai-and-pune-english-advertising,62eb9f8fca901e00099eb880,Services,INV009310
298.8,Ahmedabad,Radio,https://www.themediaant.com/radio/red-fm-ahmedabad-advertising,61cecdba1ad5460008a15a6a,Automobile,INV007873
297,Delhi,Radio,https://www.themediaant.com/radio/radio-mirchi-delhi-advertising,INV002018,IT Product & Services,INV002018
297,Andhra Pradesh,Newspaper,https://www.themediaant.com/newspaper/bombay-times-thane-plus-english-advertising,61601d45466b470009f2b1ea,Engineering,INV007177
297,Delhi,Radio,https://www.themediaant.com/radio/red-fm-delhi-advertising,6321cbbf852bba0009b06c31,Fitness & Health,INV009789
297,All India,Television,https://www.themediaant.com/television/star-plus-hd-tv-advertising,63317405f289690009f19c74,Healthcare,"INV009773, INV010019"
296.7,Bengaluru,Digital,https://www.themediaant.com/digital/facebook-advertising,6128a0a796323a00088da38a,FMCG,INV007104
295.68,Bengaluru,Radio,https://www.themediaant.com/radio/radio-indigo-bengaluru-advertising,INV002730,Engineering,INV002730
295.461,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/hoarding-yerthiganahalli-bangalore-division-87691,INV011850,Services,INV011850
295.375,Bengaluru,Radio,https://www.themediaant.com/radio/red-fm-bengaluru-advertising,INV003169,Engineering,INV003169
295.2,Hyderabad,Digital,https://www.themediaant.com/digital/mx-player-advertising,61b7111befb5cc00091f307d,Finance,INV007591
295,Mysuru,Nontraditional,https://www.themediaant.com/nontraditional/auto-mysore-advertising,INV004600,Services,INV004600
295,Bengaluru,Digital,https://www.themediaant.com/digital/inshorts-advertising,62ebb8c97b61e00009175ed4,IT Product & Services,INV009766
294.5,Mumbai,Outdoor,https://www.themediaant.com/outdoor/hoarding-vashi-gaon-navi-mumbai-73002,6130b4f5045c0d000882cfd2,Transportation & Logistics,INV007022
294.3,Chennai,Outdoor,https://www.themediaant.com/outdoor/hoarding-anna-nagar-chennai-76287,61a09672bd372000088c6f98,Finance,"INV007874, INV007644"
294,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/skywalk-adugodi-bengaluru-82414,INV011290,Fashion & Lifestyle,INV011290
293.8,Delhi,Radio,https://www.themediaant.com/radio/red-fm-delhi-advertising,61cecdba1ad5460008a15a6a,Automobile,INV007873
292.5,Delhi,Newspaper,https://www.themediaant.com/newspaper/mint-delhi-english-advertising,INV002178,Services,INV002178
292.5,Mumbai,Newspaper,https://www.themediaant.com/newspaper/mint-mumbai-pune-english-advertising,INV002178,Services,INV002178
292.5,Delhi,Digital,https://www.themediaant.com/digital/gaana-advertising,6228a351c7b3e900097ad7d6,Finance,INV008208
291.98,Bengaluru,Radio,https://www.themediaant.com/radio/radio-city-bengaluru-advertising,INV003435,IT Product & Services,INV003435
291.98,Bengaluru,Radio,https://www.themediaant.com/radio/radio-fever-bengaluru-advertising,INV003435,IT Product & Services,INV003435
291.6,Bengaluru,Radio,https://www.themediaant.com/radio/mirchi-95-bengaluru-advertising,63494fa1eb0fae0009e2d875,Services,INV010126
291.6,Kolkata,Radio,https://www.themediaant.com/radio/radio-mirchi-kolkata-advertising,63494fa1eb0fae0009e2d875,Services,INV010126
291.6,Mumbai,Radio,https://www.themediaant.com/radio/red-fm-mumbai-advertising,62fb717829856c00092e51b1,Fitness & Health,INV009469
291.2,Karnataka,Television,https://www.themediaant.com/television/public-music-tv-advertising,INV012103,Food & Restaurant,INV012103
291.2,Karnataka,Television,https://www.themediaant.com/television/public-music-tv-advertising,INV012103,Food & Restaurant,INV012103
291.2,Karnataka,Television,https://www.themediaant.com/television/public-music-tv-advertising,INV012103,Food & Restaurant,INV012103
290.4,Bengaluru,Digital,https://www.themediaant.com/digital/programmatic-platforms-advertising,6197531a663832000975b5d5,Fashion & Lifestyle,INV007650
290,Delhi,Newspaper,https://www.themediaant.com/newspaper/dainik-jagran-bareilly-hindi-advertising,62afefa408f0040009e5d2dc,FMCG,"INV009131, INV009451"
290,Delhi,Newspaper,https://www.themediaant.com/newspaper/hindustan-varanasi-hindi-advertising,6336e6f0297ee300098de5d6,FMCG,INV010056
289.5,All India,Newspaper,https://www.themediaant.com/newspaper/economic-times-et-wealth-top-8-metro-city-english-advertising,63356e476ae689000927c8ea,Finance,INV010096
289.1,Indore,Outdoor,https://www.themediaant.com/outdoor/hoarding-vijay-nagar-indore-59888,601a41dd554d3033e95ac2b3,IT Product & Services,INV006013
289,Jabalpur,Newspaper,https://www.themediaant.com/newspaper/excelsior-main-english-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
288.4,Ahmedabad,Radio,https://www.themediaant.com/radio/my-fm-ahmedabad-advertising,61ae01c5d9921700092091d6,Automobile,"INV007685, INV007686"
288.3,Pune,Radio,https://www.themediaant.com/radio/red-fm-pune-advertising,6233329bc2124e00096405d0,Real Estate,"INV008278, INV008335"
288,Bengaluru,Radio,https://www.themediaant.com/radio/red-fm-bengaluru-advertising,INV001900,IT Product & Services,INV001900
288,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/cab-delhi-advertising,INV004354,IT Product & Services,INV004354
288,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/excelsior-main-english-advertising,62949e2ca0c9e800096da61c,Education & Skill,INV008787
288,Bengaluru,Digital,https://www.themediaant.com/digital/jagran-website-advertising,61de8be058733f0009d0b5aa,Entertainment,"INV007843, INV007844"
287.71,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,INV002599,Fitness & Health,INV002599
287.675,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/economic-times-bangalore-english-advertising,INV004913,Home Decor & Construction,INV004913
287.5,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/auto-bangalore-advertising,62e7b64a4513d00009b5ac57,Home Decor & Construction,INV009364
286.5,Pune,Radio,https://www.themediaant.com/radio/red-fm-pune-advertising,61ae01c5d9921700092091d6,Automobile,"INV007685, INV007686"
286.271,Pune,Influencer Marketing,https://www.themediaant.com/influencer-marketing/prashasti-singh,64195d6a5e883a000875d5e2,Services,INV011602
286.2,Delhi,Radio,https://www.themediaant.com/radio/red-fm-delhi-advertising,62fb717829856c00092e51b1,Fitness & Health,INV009469
285,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,611ba7964da1bf00099dd8c2,Real Estate,INV006852
285,Hyderabad,Nontraditional,https://www.themediaant.com/nontraditional/auto-hyderabad-advertising,62ce8920239c2b0009d7ae86,Education & Skill,INV009321
285,Chennai,Nontraditional,https://www.themediaant.com/nontraditional/auto-chennai-advertising,63b27490fb957100076b9d01,Services,INV011090
285,Chennai,Nontraditional,https://www.themediaant.com/nontraditional/auto-chennai-advertising,6425ec69eb50f50008047b2f,Services,INV011752
283.8,Bengaluru,Digital,https://www.themediaant.com/digital/spotify-advertising,63368e225be52b0009357dd2,Services,"INV010107, INV010215"
283.1,Hyderabad,Radio,https://www.themediaant.com/radio/big-fm-hyderabad-advertising,61cecdba1ad5460008a15a6a,Automobile,INV007873
282.9,Guwahati,Newspaper,https://www.themediaant.com/newspaper/daily-aftab-srinagar-urdu-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
282.4,All India,Digital,https://www.themediaant.com/digital/google-display-advertising,6076b99329f3fa715507646f,IT Product & Services,INV006336
281.7,All India,Newspaper,https://www.themediaant.com/newspaper/mint-all-india-english-advertising,629a3065542e2400091c9ad7,Finance,INV008897
281.5,Ahmedabad,Radio,https://www.themediaant.com/radio/red-fm-ahmedabad-advertising,61ae01c5d9921700092091d6,Automobile,"INV007685, INV007686"
281.3,Pune,Radio,https://www.themediaant.com/radio/red-fm-pune-advertising,620d0237ea11d30009b0d818,Real Estate,"INV008035, INV008169"
281.3,Pune,Radio,https://www.themediaant.com/radio/radio-city-pune-advertising,620d0237ea11d30009b0d818,Real Estate,"INV008035, INV008169"
280.3,Mumbai,Digital,https://www.themediaant.com/digital/facebook-advertising,5fa12d65c30601230c2fd22f,Food & Restaurant,INV005731
280.2,Maharashtra,Newspaper,https://www.themediaant.com/newspaper/lokmat-main-maharashtra-marathi-advertising,5fe196d686e064558d250044,Finance,INV005806
280,Kochi,Airport,https://www.themediaant.com/airport/airport-kochi-advertising,630499d825efc50009289093,Fashion & Lifestyle,INV009507
280,All India,Influencer Marketing,https://www.themediaant.com/influencer-marketing/ujjwal-pawha,634044f30e4caa0009f1e108,Finance,INV009865
280,All India,Influencer Marketing,https://www.themediaant.com/influencer-marketing/govind-kaushal,634550c62e14e0000932c383,Services,INV009928
280,Hyderabad,Nontraditional,https://www.themediaant.com/nontraditional/auto-hyderabad-advertising,61b1d273d43c590008a2d7dc,Services,INV007570
280,Ludhiana,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-ludhiana-advertising,6331472b4199510009615179,Engineering,INV010148
280,Ludhiana,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-ludhiana-advertising,636247138c83f900087b5618,Engineering,INV010294
280,Mumbai,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-mumbai-advertising,629eea994e6a650009a00761,Agriculture,INV008808
280,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/ac-bus-bangalore-advertising,627211dddd61860009589ee7,Services,INV008564
280,Karnataka,Television,https://www.themediaant.com/television/news18-kannada-tv-advertising,INV012103,Food & Restaurant,INV012103
280,Karnataka,Television,https://www.themediaant.com/television/news18-kannada-tv-advertising,INV012103,Food & Restaurant,INV012103
280,Karnataka,Television,https://www.themediaant.com/television/news18-kannada-tv-advertising,INV012103,Food & Restaurant,INV012103
279.7,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/glow-sign-board-bangalore-advertising,635fd6005bfa0600091ef5e2,Engineering,INV010512
279.4271,Kochi,Airport,https://www.themediaant.com/airport/airport-kochi-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Kolkata,Airport,https://www.themediaant.com/airport/kolkata-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Indore,Airport,https://www.themediaant.com/airport/airport-indore-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Hyderabad,Airport,https://www.themediaant.com/airport/hyderabad-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Ahmedabad,Airport,https://www.themediaant.com/airport/ahmedabad-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Bengaluru,Airport,https://www.themediaant.com/airport/bangalore-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Coimbatore,Airport,https://www.themediaant.com/airport/airport-coimbatore-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Mumbai,Airport,https://www.themediaant.com/airport/mumbai-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Pune,Airport,https://www.themediaant.com/airport/pune-airport-advertising,INV001484,Shopping & Retail,INV001484
279.4271,Trivandrum,Airport,https://www.themediaant.com/airport/airport-thiruvananthapuram-advertising,INV001484,Shopping & Retail,INV001484
279,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/auto-bangalore-advertising,5f6dc458adaa120776609abc,Services,"INV005750, INV005751, INV005752"
279,Delhi,Radio,https://www.themediaant.com/radio/radio-mirchi-delhi-advertising,62fb717829856c00092e51b1,Fitness & Health,INV009469
278.9,All India,Digital,https://www.themediaant.com/digital/facebook-advertising,5ff56e75c539d12676f150f4,Education & Skill,INV005922
278,Delhi,Radio,https://www.themediaant.com/radio/hit-fm-delhi-advertising,INV003620,IT Product & Services,INV003620
278,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/eenadu-visakhapatnam-telugu-advertising,629f0fb35944890009e761b3,Education & Skill,INV009189
277.2,Mumbai,Radio,https://www.themediaant.com/radio/radio-mirchi-mumbai-advertising,62fb717829856c00092e51b1,Fitness & Health,INV009469
277.041,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/newspaper-inserts-bangalore-advertising,INV003767,Home Decor & Construction,INV003767
276.8,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/ac-bus-delhi-advertising,INV011796,Services,INV011796
276.8,Delhi,Nontraditional,https://www.themediaant.com/nontraditional/ac-bus-delhi-advertising,INV012031,Services,INV012031
276.3,Ahmedabad,Newspaper,https://www.themediaant.com/newspaper/bartaman-kolkata-bengali-advertising,628f23448f50f50009c466a2,Finance,INV008721
276.3,Mumbai,Newspaper,https://www.themediaant.com/newspaper/economic-times-mumbai-english-advertising,628f23448f50f50009c466a2,Finance,INV008721
276.3,Delhi,Newspaper,https://www.themediaant.com/newspaper/economic-times-delhi-english-advertising,628f23448f50f50009c466a2,Finance,INV008721
276.3,Bengaluru,Newspaper,https://www.themediaant.com/newspaper/economic-times-bangalore-english-advertising,628f23448f50f50009c466a2,Finance,INV008721
276.2,Hyderabad,Outdoor,https://www.themediaant.com/outdoor/hoarding-ameerpet-hyderabad-48263,62026240d192200009efc227,Finance,"INV007968, INV008158"
276,Hyderabad,Radio,https://www.themediaant.com/radio/radio-city-hyderabad-advertising,60719442f953ff5171d5bfb1,Automobile,INV006509
275.625,Bengaluru,Radio,https://www.themediaant.com/radio/red-fm-bengaluru-advertising,INV003137,Shopping & Retail,INV003137
275.6,Chennai,Digital,https://www.themediaant.com/digital/inshorts-advertising,620dc0fbbffee20009dc5e40,Services,"INV008322, INV008076"
275.2,Mumbai,Radio,https://www.themediaant.com/radio/red-fm-mumbai-advertising,6321cbbf852bba0009b06c31,Fitness & Health,INV009789
275,Hyderabad,Radio,https://www.themediaant.com/radio/radio-fever-hyderabad-advertising,INV003050,Healthcare,INV003050
275,Ahmedabad,Nontraditional,https://www.themediaant.com/nontraditional/auto-ahmednagar-advertising,INV001804,IT Product & Services,INV001804
275,Guwahati,Newspaper,https://www.themediaant.com/newspaper/assam-tribune-guwahati-english-advertising,5f3b7a59c0d26126c26b3f01,Electronics & Gadgets,INV005297
275,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-bangalore-advertising,60e2f57becfd530008de0cfb,FMCG,INV006717
275,Bengaluru,Outdoor,https://www.themediaant.com/outdoor/hoarding-yerthiganahalli-bangalore-rural-76609,6245b8731c43e3000967a9fd,Healthcare,INV008518
275,Maharashtra,Influencer Marketing,https://www.themediaant.com/influencer-marketing/prashasti-singh,INV011589,Services,INV011589
274.5,All India,Television,https://www.themediaant.com/television/aaj-tak-tv-advertising,INV002233,Shopping & Retail,INV002233
274.5,Mumbai,Nontraditional,https://www.themediaant.com/nontraditional/no-parking-boards-mumbai-advertising,611ce54057a3e600088c0175,Transportation & Logistics,INV006892
273.8,Chennai,Outdoor,https://www.themediaant.com/outdoor/hoarding-adyar-chennai-76286,61a09672bd372000088c6f98,Finance,"INV007874, INV007644"
273.6,Jaipur,Newspaper,https://www.themediaant.com/newspaper/andhra-jyothi-visakhapatnam-telugu-advertising,600815f3916df456446e7f75,Education & Skill,"INV005933, INV006043, INV006142, INV006208, INV006326"
272.8,Coimbatore,Radio,https://www.themediaant.com/radio/suryan-fm-coimbatore-advertising,622a0375f229a9000829c442,Healthcare,"INV008265, INV008480"
272.3,All India,Television,https://www.themediaant.com/television/colors-hd-tv-advertising,6274b323520cde00090bb89a,Healthcare,INV008722
272.2,Andhra Pradesh,Television,https://www.themediaant.com/television/star-maa-tv-advertising,630de89e0f02e40009c37287,Services,INV009619
272,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-bangalore-advertising,627211dddd61860009589ee7,Services,INV008564
272,Bengaluru,Nontraditional,https://www.themediaant.com/nontraditional/non-ac-bus-bangalore-advertising,62ac277aa75d910009f7b7f8,Services,INV008984
271.44,Ahmedabad,Radio,https://www.themediaant.com/radio/radio-mirchi-ahmedabad-advertising,INV003632,Engineering,INV003632
271.44,Vadodara,Radio,https://www.themediaant.com/radio/radio-mirchi-vadodara-advertising,INV003632,Engineering,INV003632
271.44,Surat,Radio,https://www.themediaant.com/radio/radio-mirchi-surat-advertising,INV003632,Engineering,INV003632
271.44,Rajkot,Radio,https://www.themediaant.com/radio/radio-mirchi-rajkot-advertising,INV003632,Engineering,INV003632
270.8,Hyderabad,Outdoor,https://www.themediaant.com/outdoor/metro-pillar-moosapet-hyderabad-49752,62026240d192200009efc227,Finance,"INV007968, INV008158"
270,Bengaluru,Digital,https://www.themediaant.com/digital/hotstar-advertising,INV001594,Services,INV001594
270,All India,Digital,https://www.themediaant.com/digital/hindustan-times-advertising,5fd31bc17287f934182f21f8,IT Product & Services,"INV005883, INV005919, INV005938"
270,Mumbai,Digital,https://www.themediaant.com/digital/times-of-india-advertising,60a24799c3046d0008dc4567,FMCG,INV006492
270,Puducherry,Television,https://www.themediaant.com/television/zee-tamil-tv-advertising,62fd055c746abd00099531fd,Services,INV009561
270,Chennai,Radio,https://www.themediaant.com/radio/suryan-fm-chennai-advertising,63f44931c0977a00086109af,Fashion & Lifestyle,INV011470
269.9,Gurugram,Cinema,https://www.themediaant.com/cinema/pvr-inox-dlf-city-centre-mallgurgaon-screen-1-sector-28-14010-onscreen-advertising,62d02961294a606f84d8078f,Healthcare,"INV009213, INV009502"
269.71,Bengaluru,Airport,https://www.themediaant.com/airport/bangalore-airport-advertising,INV001937,Services,INV001937
269.71,Mumbai,Airport,https://www.themediaant.com/airport/mumbai-airport-advertising,INV001937,Services,INV001937
269.71,Pune,Airport,https://www.themediaant.com/airport/pune-airport-advertising,INV001937,Services,INV001937
269.71,Guwahati,Airport,https://www.themediaant.com/airport/airport-guwahati-advertising,INV001937,Services,INV001937
269.71,Tiruchirappalli,Airport,https://www.themediaant.com/airport/airport-tiruchirappalli-advertising,INV001937,Services,INV001937
269.71,Madurai,Airport,https://www.themediaant.com/airport/airport-madurai-advertising,INV001937,Services,INV001937
269.71,Silchar,Airport,https://www.themediaant.com/airport/airport-silchar-advertising,INV001937,Services,INV001937
269.71,Surat,Airport,https://www.themediaant.com/airport/airport-surat-advertising,INV001937,Services,INV001937
269.71,Vadodara,Airport,https://www.themediaant.com/airport/airport-vadodara-advertising,INV001937,Services,INV001937
269.71,Chandigarh,Airport,https://www.themediaant.com/airport/airport-chandigarh-advertising,INV001937,Services,INV001937
269.71,Chennai,Airport,https://www.themediaant.com/airport/chennai-airport-advertising,INV001937,Services,INV001937
